CODE_DEP,DÉPARTEMENT,CODE_COM,COMMUNE,Inscrits,Abstentions,Votants,Blancs_et_nuls,Exprimés,Voix_oui,Pourcent_oui,Voix_non,Pourcent_non
72,SARTHE,149,Joué-en-Charnie,414,116,298,9,289,126,"43,60 %",163,"56,40 %"
72,SARTHE,150,Joué-l'Abbé,733,174,559,23,536,208,"38,81 %",328,"61,19 %"
72,SARTHE,151,Juigné-sur-Sarthe,877,233,644,33,611,313,"51,23 %",298,"48,77 %"
72,SARTHE,152,Juillé,376,96,280,12,268,112,"41,79 %",156,"58,21 %"
72,SARTHE,153,Jupilles,507,173,334,13,321,129,"40,19 %",192,"59,81 %"
72,SARTHE,154,La Flèche,10 906,3 492,7 414,267,7 147,3 260,"45,61 %",3 887,"54,39 %"
72,SARTHE,155,Laigné-en-Belin,1 552,407,1 145,41,1 104,496,"44,93 %",608,"55,07 %"
72,SARTHE,156,Lamnay,614,156,458,16,442,125,"28,28 %",317,"71,72 %"
72,SARTHE,157,Lavardin,564,121,443,7,436,210,"48,17 %",226,"51,83 %"
72,SARTHE,158,Lavaré,602,155,447,6,441,126,"28,57 %",315,"71,43 %"
72,SARTHE,159,Lavenay,298,78,220,3,217,65,"29,95 %",152,"70,05 %"
72,SARTHE,160,Lavernat,386,92,294,9,285,94,"32,98 %",191,"67,02 %"
72,SARTHE,161,Lhomme,737,165,572,15,557,158,"28,37 %",399,"71,63 %"
72,SARTHE,162,Lignières-la-Carelle,279,95,184,6,178,70,"39,33 %",108,"60,67 %"
72,SARTHE,163,Ligron,293,67,226,5,221,96,"43,44 %",125,"56,56 %"
72,SARTHE,164,Livet-en-Saosnois,51,1,50,1,49,26,"53,06 %",23,"46,94 %"
72,SARTHE,165,Lombron,1 450,354,1 096,37,1 059,367,"34,66 %",692,"65,34 %"
72,SARTHE,166,Longnes,233,50,183,5,178,82,"46,07 %",96,"53,93 %"
72,SARTHE,167,Louailles,346,73,273,14,259,111,"42,86 %",148,"57,14 %"
72,SARTHE,168,Loué,1 420,399,1 021,34,987,487,"49,34 %",500,"50,66 %"
72,SARTHE,169,Louplande,1 087,277,810,31,779,294,"37,74 %",485,"62,26 %"
72,SARTHE,170,Louvigny,142,30,112,1,111,52,"46,85 %",59,"53,15 %"
72,SARTHE,171,Louzes,118,26,92,0,92,33,"35,87 %",59,"64,13 %"
72,SARTHE,172,Le Luart,902,254,648,17,631,249,"39,46 %",382,"60,54 %"
72,SARTHE,173,Luceau,893,215,678,32,646,262,"40,56 %",384,"59,44 %"
72,SARTHE,174,Lucé-sous-Ballon,80,16,64,4,60,33,"55,00 %",27,"45,00 %"
72,SARTHE,175,Luché-Pringé,1 246,396,850,29,821,356,"43,36 %",465,"56,64 %"
72,SARTHE,176,Le Lude,3 022,885,2 137,98,2 039,803,"39,38 %",1 236,"60,62 %"
72,SARTHE,177,Maigné,260,48,212,4,208,88,"42,31 %",120,"57,69 %"
72,SARTHE,178,Maisoncelles,133,41,92,7,85,41,"48,24 %",44,"51,76 %"
72,SARTHE,179,Malicorne-sur-Sarthe,1 385,383,1 002,26,976,431,"44,16 %",545,"55,84 %"
72,SARTHE,180,Mamers,4 088,1 423,2 665,81,2 584,1 084,"41,95 %",1 500,"58,05 %"
72,SARTHE,181,Le Mans,92 119,29 576,62 543,1 598,60 945,29 134,"47,80 %",31 811,"52,20 %"
72,SARTHE,182,Mansigné,1 122,365,757,27,730,290,"39,73 %",440,"60,27 %"
72,SARTHE,183,Marçon,767,186,581,23,558,236,"42,29 %",322,"57,71 %"
72,SARTHE,184,Mareil-en-Champagne,234,64,170,5,165,81,"49,09 %",84,"50,91 %"
72,SARTHE,185,Mareil-sur-Loir,389,101,288,17,271,141,"52,03 %",130,"47,97 %"
72,SARTHE,186,Maresché,587,143,444,8,436,148,"33,94 %",288,"66,06 %"
72,SARTHE,187,Marigné-Laillé,1 115,296,819,21,798,282,"35,34 %",516,"64,66 %"
72,SARTHE,188,Marollette,102,13,89,2,87,31,"35,63 %",56,"64,37 %"
72,SARTHE,189,Marolles-les-Braults,1 637,493,1 144,54,1 090,461,"42,29 %",629,"57,71 %"
72,SARTHE,190,Marolles-lès-Saint-Calais,234,64,170,9,161,69,"42,86 %",92,"57,14 %"
72,SARTHE,191,Mayet,2 227,622,1 605,49,1 556,569,"36,57 %",987,"63,43 %"
72,SARTHE,192,Les Mées,91,25,66,0,66,26,"39,39 %",40,"60,61 %"
72,SARTHE,193,Melleray,422,126,296,17,279,128,"45,88 %",151,"54,12 %"
72,SARTHE,194,Meurcé,210,54,156,4,152,49,"32,24 %",103,"67,76 %"
72,SARTHE,195,Mézeray,1 095,313,782,20,762,251,"32,94 %",511,"67,06 %"
72,SARTHE,196,Mézières-sur-Ponthouin,468,114,354,12,342,117,"34,21 %",225,"65,79 %"
72,SARTHE,197,Mézières-sous-Lavardin,353,121,232,3,229,81,"35,37 %",148,"64,63 %"
72,SARTHE,198,La Milesse,1 820,465,1 355,37,1 318,603,"45,75 %",715,"54,25 %"
72,SARTHE,199,Moitron-sur-Sarthe,153,34,119,3,116,51,"43,97 %",65,"56,03 %"
72,SARTHE,200,Moncé-en-Belin,2 076,527,1 549,44,1 505,621,"41,26 %",884,"58,74 %"
72,SARTHE,201,Moncé-en-Saosnois,187,41,146,4,142,47,"33,10 %",95,"66,90 %"
72,SARTHE,202,Monhoudou,180,47,133,7,126,48,"38,10 %",78,"61,90 %"
72,SARTHE,203,Montabon,556,133,423,15,408,162,"39,71 %",246,"60,29 %"
72,SARTHE,204,Montaillé,415,112,303,10,293,130,"44,37 %",163,"55,63 %"
72,SARTHE,205,Montbizot,988,244,744,20,724,235,"32,46 %",489,"67,54 %"
72,SARTHE,207,Montigny,40,10,30,0,30,17,"56,67 %",13,"43,33 %"
72,SARTHE,208,Montmirail,334,110,224,5,219,121,"55,25 %",98,"44,75 %"
72,SARTHE,209,Montreuil-le-Chétif,251,65,186,6,180,80,"44,44 %",100,"55,56 %"
72,SARTHE,210,Montreuil-le-Henri,223,69,154,4,150,42,"28,00 %",108,"72,00 %"
72,SARTHE,211,Mont-Saint-Jean,527,153,374,12,362,191,"52,76 %",171,"47,24 %"
72,SARTHE,212,Moulins-le-Carbonnel,540,143,397,7,390,150,"38,46 %",240,"61,54 %"
72,SARTHE,213,Mulsanne,3 554,907,2 647,69,2 578,926,"35,92 %",1 652,"64,08 %"
72,SARTHE,214,Nauvay,20,6,14,0,14,6,"42,86 %",8,"57,14 %"
72,SARTHE,215,Neufchâtel-en-Saosnois,573,128,445,11,434,160,"36,87 %",274,"63,13 %"
72,SARTHE,216,Neuvillalais,374,120,254,7,247,101,"40,89 %",146,"59,11 %"
72,SARTHE,217,Neuville-sur-Sarthe,1 774,424,1 350,43,1 307,621,"47,51 %",686,"52,49 %"
72,SARTHE,218,Neuvillette-en-Charnie,242,83,159,3,156,81,"51,92 %",75,"48,08 %"
72,SARTHE,219,Neuvy-en-Champagne,273,67,206,8,198,101,"51,01 %",97,"48,99 %"
72,SARTHE,220,Nogent-le-Bernard,620,224,396,12,384,161,"41,93 %",223,"58,07 %"
72,SARTHE,221,Nogent-sur-Loir,303,80,223,7,216,87,"40,28 %",129,"59,72 %"
72,SARTHE,222,Nouans,201,47,154,3,151,71,"47,02 %",80,"52,98 %"
72,SARTHE,223,Noyen-sur-Sarthe,1 790,620,1 170,36,1 134,488,"43,03 %",646,"56,97 %"
72,SARTHE,224,Nuillé-le-Jalais,302,89,213,8,205,60,"29,27 %",145,"70,73 %"
72,SARTHE,225,Oisseau-le-Petit,452,139,313,8,305,116,"38,03 %",189,"61,97 %"
72,SARTHE,226,Oizé,665,169,496,12,484,116,"23,97 %",368,"76,03 %"
72,SARTHE,227,Panon,31,3,28,0,28,14,"50,00 %",14,"50,00 %"
72,SARTHE,228,Parcé-sur-Sarthe,1 423,454,969,33,936,361,"38,57 %",575,"61,43 %"
72,SARTHE,229,Parennes,344,114,230,8,222,96,"43,24 %",126,"56,76 %"
72,SARTHE,230,Parigné-le-Pôlin,656,135,521,17,504,165,"32,74 %",339,"67,26 %"
72,SARTHE,231,Parigné-l'Evêque,3 286,845,2 441,90,2 351,985,"41,90 %",1 366,"58,10 %"
72,SARTHE,232,Notre-Dame-du-Pé,282,92,190,4,186,70,"37,63 %",116,"62,37 %"
72,SARTHE,233,Peray,57,9,48,0,48,21,"43,75 %",27,"56,25 %"
72,SARTHE,234,Pezé-le-Robert,280,92,188,3,185,76,"41,08 %",109,"58,92 %"
72,SARTHE,235,Piacé,280,74,206,6,200,93,"46,50 %",107,"53,50 %"
72,SARTHE,236,Pincé,163,47,116,2,114,72,"63,16 %",42,"36,84 %"
72,SARTHE,237,Pirmil,326,98,228,5,223,88,"39,46 %",135,"60,54 %"
72,SARTHE,238,Pizieux,78,15,63,2,61,31,"50,82 %",30,"49,18 %"
72,SARTHE,239,Poillé-sur-Vègre,467,134,333,11,322,147,"45,65 %",175,"54,35 %"
72,SARTHE,240,Poncé-sur-le-Loir,359,97,262,10,252,101,"40,08 %",151,"59,92 %"
72,SARTHE,241,Montfort-le-Gesnois,2 012,545,1 467,43,1 424,514,"36,10 %",910,"63,90 %"
72,SARTHE,243,Pontvallain,1 002,288,714,24,690,259,"37,54 %",431,"62,46 %"
72,SARTHE,244,Précigné,1 833,582,1 251,52,1 199,499,"41,62 %",700,"58,38 %"
72,SARTHE,245,Préval,499,129,370,19,351,92,"26,21 %",259,"73,79 %"
72,SARTHE,246,Prévelles,135,36,99,4,95,23,"24,21 %",72,"75,79 %"
72,SARTHE,247,Pruillé-le-Chétif,937,167,770,31,739,361,"48,85 %",378,"51,15 %"
72,SARTHE,248,Pruillé-l'Eguillé,505,103,402,10,392,140,"35,71 %",252,"64,29 %"
72,SARTHE,249,La Quinte,486,109,377,14,363,145,"39,94 %",218,"60,06 %"
72,SARTHE,250,Rahay,178,59,119,6,113,48,"42,48 %",65,"57,52 %"
72,SARTHE,251,René,270,93,177,5,172,70,"40,70 %",102,"59,30 %"
72,SARTHE,252,Requeil,826,186,640,19,621,173,"27,86 %",448,"72,14 %"
72,SARTHE,253,Roézé-sur-Sarthe,1 767,423,1 344,35,1 309,471,"35,98 %",838,"64,02 %"
72,SARTHE,254,Rouessé-Fontaine,176,43,133,1,132,46,"34,85 %",86,"65,15 %"
72,SARTHE,255,Rouessé-Vassé,634,180,454,12,442,186,"42,08 %",256,"57,92 %"
72,SARTHE,256,Rouez,573,192,381,11,370,186,"50,27 %",184,"49,73 %"
72,SARTHE,257,Rouillon,1 523,313,1 210,30,1 180,681,"57,71 %",499,"42,29 %"
72,SARTHE,258,Roullée,203,68,135,4,131,69,"52,67 %",62,"47,33 %"
72,SARTHE,259,Rouperroux-le-Coquet,215,46,169,5,164,66,"40,24 %",98,"59,76 %"
72,SARTHE,260,Ruaudin,2 401,456,1 945,63,1 882,802,"42,61 %",1 080,"57,39 %"
72,SARTHE,261,Ruillé-en-Champagne,254,68,186,4,182,94,"51,65 %",88,"48,35 %"
72,SARTHE,262,Ruillé-sur-Loir,971,229,742,15,727,291,"40,03 %",436,"59,97 %"
72,SARTHE,264,Sablé-sur-Sarthe,8 483,3 180,5 303,161,5 142,2 681,"52,14 %",2 461,"47,86 %"
72,SARTHE,265,Saint-Aignan,152,39,113,3,110,37,"33,64 %",73,"66,36 %"
72,SARTHE,266,Saint-Aubin-de-Locquenay,540,166,374,9,365,147,"40,27 %",218,"59,73 %"
72,SARTHE,267,Saint-Aubin-des-Coudrais,664,170,494,15,479,167,"34,86 %",312,"65,14 %"
72,SARTHE,268,Saint-Biez-en-Belin,398,79,319,8,311,104,"33,44 %",207,"66,56 %"
72,SARTHE,269,Saint-Calais,2 538,873,1 665,72,1 593,662,"41,56 %",931,"58,44 %"
72,SARTHE,270,Saint-Calez-en-Saosnois,147,37,110,3,107,41,"38,32 %",66,"61,68 %"
72,SARTHE,271,Saint-Célerin,362,107,255,8,247,90,"36,44 %",157,"63,56 %"
72,SARTHE,272,Sainte-Cérotte,272,58,214,9,205,83,"40,49 %",122,"59,51 %"
72,SARTHE,273,Saint-Christophe-du-Jambet,179,52,127,10,117,42,"35,90 %",75,"64,10 %"
72,SARTHE,274,Saint-Christophe-en-Champagne,141,33,108,5,103,45,"43,69 %",58,"56,31 %"
72,SARTHE,275,Saint-Corneille,688,187,501,13,488,211,"43,24 %",277,"56,76 %"
72,SARTHE,276,Saint-Cosme-en-Vairais,1 574,490,1 084,24,1 060,360,"33,96 %",700,"66,04 %"
72,SARTHE,277,Saint-Denis-des-Coudrais,92,18,74,5,69,22,"31,88 %",47,"68,12 %"
72,SARTHE,278,Saint-Denis-d'Orques,603,176,427,17,410,206,"50,24 %",204,"49,76 %"
72,SARTHE,279,Saint-Georges-de-la-Couée,155,33,122,5,117,48,"41,03 %",69,"58,97 %"
72,SARTHE,280,Saint-Georges-du-Bois,1 447,440,1 007,31,976,421,"43,14 %",555,"56,86 %"
72,SARTHE,281,Saint-Georges-du-Rosay,320,95,225,7,218,87,"39,91 %",131,"60,09 %"
72,SARTHE,282,Saint-Georges-le-Gaultier,464,165,299,12,287,120,"41,81 %",167,"58,19 %"
72,SARTHE,283,Saint-Germain-d'Arcé,287,68,219,6,213,124,"58,22 %",89,"41,78 %"
72,SARTHE,284,Saint-Germain-sur-Sarthe,347,87,260,5,255,104,"40,78 %",151,"59,22 %"
72,SARTHE,286,Saint-Gervais-de-Vic,313,84,229,9,220,79,"35,91 %",141,"64,09 %"
72,SARTHE,287,Saint-Gervais-en-Belin,1 483,331,1 152,26,1 126,500,"44,40 %",626,"55,60 %"
72,SARTHE,288,Saint-Hilaire-le-Lierru,91,24,67,1,66,21,"31,82 %",45,"68,18 %"
72,SARTHE,289,Sainte-Jamme-sur-Sarthe,1 273,341,932,31,901,303,"33,63 %",598,"66,37 %"
72,SARTHE,290,Saint-Jean-d'Assé,855,235,620,19,601,261,"43,43 %",340,"56,57 %"
72,SARTHE,291,Saint-Jean-de-la-Motte,708,188,520,15,505,196,"38,81 %",309,"61,19 %"
72,SARTHE,292,Saint-Jean-des-Echelles,226,76,150,8,142,53,"37,32 %",89,"62,68 %"
72,SARTHE,293,Saint-Jean-du-Bois,367,99,268,9,259,64,"24,71 %",195,"75,29 %"
72,SARTHE,294,Saint-Léonard-des-Bois,386,97,289,3,286,117,"40,91 %",169,"59,09 %"
72,SARTHE,295,Saint-Longis,426,93,333,6,327,137,"41,90 %",190,"58,10 %"
72,SARTHE,296,Saint-Maixent,596,161,435,9,426,159,"37,32 %",267,"62,68 %"
72,SARTHE,297,Saint-Marceau,366,113,253,3,250,91,"36,40 %",159,"63,60 %"
72,SARTHE,298,Saint-Mars-de-Locquenay,336,83,253,7,246,66,"26,83 %",180,"73,17 %"
72,SARTHE,299,Saint-Mars-d'Outillé,1 458,401,1 057,31,1 026,365,"35,58 %",661,"64,42 %"
72,SARTHE,300,Saint-Mars-la-Brière,1 662,487,1 175,44,1 131,358,"31,65 %",773,"68,35 %"
72,SARTHE,301,Saint-Mars-sous-Ballon,536,124,412,14,398,149,"37,44 %",249,"62,56 %"
72,SARTHE,302,Saint-Martin-des-Monts,145,29,116,4,112,32,"28,57 %",80,"71,43 %"
72,SARTHE,303,Saint-Michel-de-Chavaignes,576,170,406,7,399,154,"38,60 %",245,"61,40 %"
72,SARTHE,304,Sainte-Osmane,141,27,114,7,107,48,"44,86 %",59,"55,14 %"
72,SARTHE,305,Saint-Ouen-de-Mimbré,638,188,450,14,436,130,"29,82 %",306,"70,18 %"
72,SARTHE,306,Saint-Ouen-en-Belin,847,210,637,19,618,203,"32,85 %",415,"67,15 %"
72,SARTHE,307,Saint-Ouen-en-Champagne,152,45,107,3,104,31,"29,81 %",73,"70,19 %"
72,SARTHE,308,Saint-Paterne,1 178,285,893,22,871,356,"40,87 %",515,"59,13 %"
72,SARTHE,309,Saint-Paul-le-Gaultier,235,72,163,3,160,69,"43,13 %",91,"56,88 %"
72,SARTHE,310,Saint-Pavace,1 508,301,1 207,39,1 168,713,"61,04 %",455,"38,96 %"
72,SARTHE,311,Saint-Pierre-de-Chevillé,271,76,195,3,192,89,"46,35 %",103,"53,65 %"
72,SARTHE,312,Saint-Pierre-des-Bois,146,41,105,3,102,52,"50,98 %",50,"49,02 %"
72,SARTHE,313,Saint-Pierre-des-Ormes,163,44,119,4,115,47,"40,87 %",68,"59,13 %"
72,SARTHE,314,Saint-Pierre-du-Lorouër,272,77,195,8,187,57,"30,48 %",130,"69,52 %"
72,SARTHE,315,Saint-Rémy-de-Sillé,595,165,430,19,411,177,"43,07 %",234,"56,93 %"
72,SARTHE,316,Saint-Rémy-des-Monts,561,161,400,14,386,159,"41,19 %",227,"58,81 %"
72,SARTHE,317,Saint-Rémy-du-Val,436,114,322,7,315,149,"47,30 %",166,"52,70 %"
72,SARTHE,318,Saint-Rigomer-des-Bois,336,88,248,11,237,70,"29,54 %",167,"70,46 %"
72,SARTHE,319,Sainte-Sabine-sur-Longève,461,135,326,14,312,104,"33,33 %",208,"66,67 %"
72,SARTHE,320,Saint-Saturnin,1 442,386,1 056,38,1 018,546,"53,63 %",472,"46,37 %"
72,SARTHE,321,Saint-Symphorien,397,105,292,10,282,114,"40,43 %",168,"59,57 %"
72,SARTHE,322,Saint-Ulphace,198,46,152,0,152,82,"53,95 %",70,"46,05 %"
72,SARTHE,323,Saint-Victeur,251,60,191,5,186,76,"40,86 %",110,"59,14 %"
72,SARTHE,324,Saint-Vincent-des-Prés,330,96,234,2,232,74,"31,90 %",158,"68,10 %"
72,SARTHE,325,Saint-Vincent-du-Lorouër,606,171,435,13,422,155,"36,73 %",267,"63,27 %"
72,SARTHE,326,Saosnes,162,37,125,5,120,45,"37,50 %",75,"62,50 %"
72,SARTHE,327,Sarcé,260,94,166,4,162,76,"46,91 %",86,"53,09 %"
72,SARTHE,328,Sargé-lès-le-Mans,2 803,660,2 143,57,2 086,1 100,"52,73 %",986,"47,27 %"
72,SARTHE,329,Savigné-l'Evêque,3 211,845,2 366,80,2 286,1 043,"45,63 %",1 243,"54,37 %"
72,SARTHE,330,Savigné-sous-le-Lude,328,116,212,6,206,76,"36,89 %",130,"63,11 %"
72,SARTHE,331,Sceaux-sur-Huisne,377,100,277,12,265,94,"35,47 %",171,"64,53 %"
72,SARTHE,332,Ségrie,451,146,305,9,296,131,"44,26 %",165,"55,74 %"
72,SARTHE,333,Semur-en-Vallon,361,83,278,10,268,93,"34,70 %",175,"65,30 %"
72,SARTHE,334,Sillé-le-Guillaume,1 686,564,1 122,43,1 079,556,"51,53 %",523,"48,47 %"
72,SARTHE,335,Sillé-le-Philippe,755,192,563,18,545,215,"39,45 %",330,"60,55 %"
72,SARTHE,336,Solesmes,1 132,229,903,28,875,463,"52,91 %",412,"47,09 %"
72,SARTHE,337,Sougé-le-Ganelon,630,203,427,15,412,174,"42,23 %",238,"57,77 %"
72,SARTHE,338,Souillé,309,80,229,13,216,74,"34,26 %",142,"65,74 %"
72,SARTHE,339,Souligné-Flacé,477,108,369,8,361,146,"40,44 %",215,"59,56 %"
72,SARTHE,340,Souligné-sous-Ballon,729,190,539,15,524,194,"37,02 %",330,"62,98 %"
72,SARTHE,341,Soulitré,418,95,323,8,315,110,"34,92 %",205,"65,08 %"
72,SARTHE,342,Souvigné-sur-Même,138,40,98,3,95,40,"42,11 %",55,"57,89 %"
72,SARTHE,343,Souvigné-sur-Sarthe,402,105,297,11,286,148,"51,75 %",138,"48,25 %"
72,SARTHE,344,Spay,1 925,447,1 478,35,1 443,500,"34,65 %",943,"65,35 %"
72,SARTHE,345,Surfonds,182,46,136,3,133,35,"26,32 %",98,"73,68 %"
72,SARTHE,346,La Suze-sur-Sarthe,2 846,788,2 058,65,1 993,758,"38,03 %",1 235,"61,97 %"
72,SARTHE,347,Tassé,204,52,152,10,142,70,"49,30 %",72,"50,70 %"
72,SARTHE,348,Tassillé,89,17,72,4,68,30,"44,12 %",38,"55,88 %"
72,SARTHE,349,Teillé,356,83,273,11,262,112,"42,75 %",150,"57,25 %"
72,SARTHE,350,Teloché,2 136,624,1 512,50,1 462,572,"39,12 %",890,"60,88 %"
72,SARTHE,351,Tennie,684,209,475,15,460,249,"54,13 %",211,"45,87 %"
72,SARTHE,352,Terrehault,93,31,62,2,60,20,"33,33 %",40,"66,67 %"
72,SARTHE,353,Théligny,171,37,134,4,130,52,"40,00 %",78,"60,00 %"
72,SARTHE,354,Thoigné,107,27,80,1,79,35,"44,30 %",44,"55,70 %"
72,SARTHE,355,Thoiré-sous-Contensor,82,20,62,0,62,21,"33,87 %",41,"66,13 %"
72,SARTHE,356,Thoiré-sur-Dinan,307,81,226,5,221,89,"40,27 %",132,"59,73 %"
72,SARTHE,357,Thorée-les-Pins,471,149,322,17,305,102,"33,44 %",203,"66,56 %"
72,SARTHE,358,Thorigné-sur-Dué,1 053,288,765,32,733,279,"38,06 %",454,"61,94 %"
72,SARTHE,359,Torcé-en-Vallée,794,225,569,16,553,198,"35,80 %",355,"64,20 %"
72,SARTHE,360,Trangé,848,208,640,18,622,315,"50,64 %",307,"49,36 %"
72,SARTHE,361,Tresson,371,118,253,13,240,82,"34,17 %",158,"65,83 %"
72,SARTHE,362,Le Tronchet,96,24,72,3,69,31,"44,93 %",38,"55,07 %"
72,SARTHE,363,Tuffé,1 137,364,773,28,745,325,"43,62 %",420,"56,38 %"
72,SARTHE,364,Vaas,1 347,429,918,31,887,330,"37,20 %",557,"62,80 %"
72,SARTHE,366,Valennes,282,90,192,8,184,84,"45,65 %",100,"54,35 %"
72,SARTHE,367,Vallon-sur-Gée,510,165,345,14,331,138,"41,69 %",193,"58,31 %"
72,SARTHE,368,Vancé,283,67,216,5,211,88,"41,71 %",123,"58,29 %"
72,SARTHE,369,Verneil-le-Chétif,434,106,328,6,322,120,"37,27 %",202,"62,73 %"
72,SARTHE,370,Vernie,218,55,163,8,155,62,"40,00 %",93,"60,00 %"
72,SARTHE,372,Vezot,53,4,49,3,46,19,"41,30 %",27,"58,70 %"
72,SARTHE,373,Vibraye,1 927,550,1 377,57,1 320,557,"42,20 %",763,"57,80 %"
72,SARTHE,374,Villaines-la-Carelle,152,43,109,1,108,42,"38,89 %",66,"61,11 %"
72,SARTHE,375,Villaines-la-Gonais,381,97,284,3,281,117,"41,64 %",164,"58,36 %"
72,SARTHE,376,Villaines-sous-Lucé,448,111,337,17,320,110,"34,38 %",210,"65,63 %"
72,SARTHE,377,Villaines-sous-Malicorne,648,180,468,21,447,180,"40,27 %",267,"59,73 %"
72,SARTHE,378,Vion,876,253,623,25,598,232,"38,80 %",366,"61,20 %"
72,SARTHE,379,Viré-en-Champagne,142,37,105,2,103,52,"50,49 %",51,"49,51 %"
72,SARTHE,380,Vivoin,628,141,487,22,465,183,"39,35 %",282,"60,65 %"
72,SARTHE,381,Voivres-lès-le-Mans,689,156,533,14,519,187,"36,03 %",332,"63,97 %"
72,SARTHE,382,Volnay,557,147,410,10,400,155,"38,75 %",245,"61,25 %"
72,SARTHE,383,Vouvray-sur-Huisne,84,18,66,2,64,29,"45,31 %",35,"54,69 %"
72,SARTHE,384,Vouvray-sur-Loir,624,175,449,10,439,167,"38,04 %",272,"61,96 %"
72,SARTHE,385,Yvré-le-Pôlin,1 376,426,950,18,932,309,"33,15 %",623,"66,85 %"
72,SARTHE,386,Yvré-l'Evêque,3 473,898,2 575,77,2 498,1 226,"49,08 %",1 272,"50,92 %"
73,SAVOIE,1,Aiguebelette-le-Lac,194,32,162,1,161,98,"60,87 %",63,"39,13 %"
73,SAVOIE,2,Aiguebelle,609,200,409,5,404,156,"38,61 %",248,"61,39 %"
73,SAVOIE,3,Aigueblanche,2 285,683,1 602,46,1 556,645,"41,45 %",911,"58,55 %"
73,SAVOIE,4,Aillon-le-Jeune,362,94,268,12,256,126,"49,22 %",130,"50,78 %"
73,SAVOIE,5,Aillon-le-Vieux,182,44,138,5,133,31,"23,31 %",102,"76,69 %"
73,SAVOIE,6,Aime,2 841,859,1 982,36,1 946,995,"51,13 %",951,"48,87 %"
73,SAVOIE,7,Aiton,621,168,453,14,439,147,"33,49 %",292,"66,51 %"
73,SAVOIE,8,Aix-les-Bains,18 714,6 545,12 169,312,11 857,6 350,"53,55 %",5 507,"46,45 %"
73,SAVOIE,10,Albens,2 035,577,1 458,39,1 419,654,"46,09 %",765,"53,91 %"
73,SAVOIE,11,Albertville,10 019,3 211,6 808,165,6 643,3 213,"48,37 %",3 430,"51,63 %"
73,SAVOIE,12,Albiez-le-Jeune,118,42,76,2,74,41,"55,41 %",33,"44,59 %"
73,SAVOIE,13,Albiez-Montrond,482,172,310,9,301,122,"40,53 %",179,"59,47 %"
73,SAVOIE,14,Allondaz,167,60,107,2,105,47,"44,76 %",58,"55,24 %"
73,SAVOIE,15,Les Allues,1 293,442,851,14,837,535,"63,92 %",302,"36,08 %"
73,SAVOIE,17,Apremont,766,175,591,16,575,290,"50,43 %",285,"49,57 %"
73,SAVOIE,18,Arbin,536,127,409,9,400,178,"44,50 %",222,"55,50 %"
73,SAVOIE,19,Argentine,555,176,379,9,370,85,"22,97 %",285,"77,03 %"
73,SAVOIE,20,Arith,267,59,208,11,197,90,"45,69 %",107,"54,31 %"
73,SAVOIE,21,Arvillard,558,129,429,6,423,135,"31,91 %",288,"68,09 %"
73,SAVOIE,22,Attignat-Oncin,425,150,275,9,266,134,"50,38 %",132,"49,62 %"
73,SAVOIE,23,Aussois,499,120,379,13,366,200,"54,64 %",166,"45,36 %"
73,SAVOIE,24,Les Avanchers-Valmorel,616,206,410,9,401,233,"58,10 %",168,"41,90 %"
73,SAVOIE,25,Avressieux,319,102,217,8,209,110,"52,63 %",99,"47,37 %"
73,SAVOIE,26,Avrieux,265,51,214,2,212,56,"26,42 %",156,"73,58 %"
73,SAVOIE,27,Ayn,231,53,178,6,172,94,"54,65 %",78,"45,35 %"
73,SAVOIE,28,La Balme,207,33,174,5,169,61,"36,09 %",108,"63,91 %"
73,SAVOIE,29,Barberaz,3 251,878,2 373,56,2 317,1 321,"57,01 %",996,"42,99 %"
73,SAVOIE,30,Barby,1 898,547,1 351,35,1 316,662,"50,30 %",654,"49,70 %"
73,SAVOIE,31,Bassens,2 487,721,1 766,42,1 724,965,"55,97 %",759,"44,03 %"
73,SAVOIE,32,La Bâthie,1 515,442,1 073,20,1 053,328,"31,15 %",725,"68,85 %"
73,SAVOIE,33,La Bauche,186,57,129,3,126,59,"46,83 %",67,"53,17 %"
73,SAVOIE,34,Beaufort,1 651,377,1 274,35,1 239,599,"48,35 %",640,"51,65 %"
73,SAVOIE,36,Bellecombe-en-Bauges,440,107,333,6,327,148,"45,26 %",179,"54,74 %"
73,SAVOIE,38,Bellentre,786,231,555,12,543,278,"51,20 %",265,"48,80 %"
73,SAVOIE,39,Belmont-Tramonet,361,87,274,8,266,152,"57,14 %",114,"42,86 %"
73,SAVOIE,40,Bessans,384,115,269,8,261,128,"49,04 %",133,"50,96 %"
73,SAVOIE,41,Betton-Bettonet,182,43,139,5,134,51,"38,06 %",83,"61,94 %"
73,SAVOIE,42,Billième,215,48,167,2,165,77,"46,67 %",88,"53,33 %"
73,SAVOIE,43,La Biolle,1 445,411,1 034,38,996,459,"46,08 %",537,"53,92 %"
73,SAVOIE,45,Le Bois,223,57,166,9,157,55,"35,03 %",102,"64,97 %"
73,SAVOIE,46,Bonneval,141,35,106,1,105,53,"50,48 %",52,"49,52 %"
73,SAVOIE,47,Bonneval-sur-Arc,205,70,135,3,132,50,"37,88 %",82,"62,12 %"
73,SAVOIE,48,Bonvillard,252,73,179,8,171,42,"24,56 %",129,"75,44 %"
73,SAVOIE,49,Bonvillaret,125,43,82,1,81,24,"29,63 %",57,"70,37 %"
